pk_order,fk_seller,fk_opportunity,dt_checkout_date,cohort,ds_type_of_load,adjusted_gmv,adjusted_net_revenue,adjusted_contribution_margin
a0b9N000000bsxdQAA,0019N000002iiNpQAI,0069N000003RBtLQAW,2023-12-22,2023-12-07,Mixed,195092.1000,1614.4700,314.4700
a0b9N000000bufqQAA,00109000009gqrFAAQ,"",2023-12-27,2023-01-13,Acquisition,10350.0000,5817.6000,5817.6000
a0b9N000000bvwzQAA,0019N000003BkypQAC,0069N000003Ro2rQAC,2023-12-28,2023-03-23,Acquisition,122395.8000,14144.0100,13974.0100
a0b9N000000cW6rQAE,00109000009gqrFAAQ,"",2024-01-10,2023-01-13,Acquisition,10432.8000,5819.9100,5819.9100
a0b9N000000dHEgQAM,0019N000002iiNpQAI,0069N000003RBtLQAW,2024-01-23,2023-12-07,Mixed,198702.0000,9535.8100,8085.8100
a0b9N000000dMlhQAE,0019N000004eWeFQAU,"",2024-02-01,2023-09-13,Mixed,32301.0000,1827.8900,427.8900
a0b9N000000dR6EQAU,00109000019J4cnAAC,0060900000LT9p2AAD,2024-02-08,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000dSE1QAM,0019N000005cM6KQAU,0069N000003SngmQAC,2024-02-12,2023-12-04,Acquisition,"","",""
a0b9N000000db3mQAA,0010900001GkzqrAAB,"",2024-02-13,2023-08-16,Liquidation,22364.8000,10796.8000,9946.8000
a0b9N000000dbvoQAA,0019N000005ZC8AQAW,0069N000003QZBiQAO,2024-02-15,2024-01-24,Acquisition,"","",""
a0b9N000000deGJQAY,0019N000005BH6OQAW,0069N000003U5WBQA0,2024-02-22,2023-12-13,Acquisition,"","",""
a0b9N000000dihCQAQ,00109000009gnWVAAY,0069N000003ZA1GQAW,2024-03-05,2023-01-02,Mixed,10466.1000,2045.1000,545.1000
a0b9N000000djDBQAY,0019N000003XnZzQAK,0069N000003L4PVQA0,2024-03-06,2024-01-19,Acquisition,"","",""
a0b9N000000dkWnQAI,00109000009gnWVAAY,0069N000003ZA1GQAW,2024-03-11,2023-01-02,Mixed,10944.6000,2135.1000,635.1000
a0b9N000000dlrNQAQ,0019N00000577L6QAI,"",2024-03-14,2024-03-13,Acquisition,"","",""
a0bOj000001LAS1IAO,00109000009gqrFAAQ,"",2024-03-18,2023-01-13,Acquisition,"","",""
a0bOj000001axnNIAQ,0019N000003XnZzQAK,0069N000003L4PVQA0,2024-03-29,2024-01-19,Acquisition,"","",""
a0b9N000000J3uyQAC,0010900001OUZQxAAP,0069N000002VYi3QAG,2023-01-16,2023-01-16,Acquisition,28742.7400,5951.1400,4701.1400
a0b9N000000J5yNQAS,00109000013Te7uAAC,0060900000JHJnbAAH,2023-01-17,2023-01-17,Acquisition,194969.0000,-1452.9500,-2359.9000
a0b9N000000JDnYQAW,00109000019J4cEAAS,0069N000002VUDWQA4,2023-01-20,2023-01-09,Liquidation,105428.7300,-44.3200,-4787.9000
a0b9N000000JDqrQAG,0010900001OUJNPAA5,0069N000002WzsPQAS,2023-01-20,2023-01-10,Mixed,28147.9200,1216.1700,436.1700
a0b9N000000JJC9QAO,00109000019J4dRAAS,0069N000002Pm5jQAC,2023-01-24,2023-01-10,Liquidation,36936.0000,13132.8000,12712.8000
a0b9N000000JL8aQAG,0019N000003qY6DQAU,0069N000002Wn9oQAC,2023-01-24,2023-01-24,Mixed,39258.1400,4830.1900,4230.1900
a0b9N000000JO6dQAG,00109000009h59NAAQ,0069N000002VsN5QAK,2023-01-26,2023-01-04,Mixed,25143.0000,4338.4000,1058.4000
a0b9N000000JSR0QAO,0019N000003sJdpQAE,0069N000002YTS8QAO,2023-01-27,2023-01-27,Mixed,9526.5000,1566.0000,926.0000
a0b9N000000JuTmQAK,00109000009gnAqAAI,006090000096JLTAA2,2023-02-08,2023-02-08,Mixed,9284.2300,547.0900,547.0900
a0b9N000000KQHoQAO,00109000009gq6jAAA,0069N000002bWo2QAE,2023-02-15,2023-02-15,Mixed,176.5800,-127.8700,-127.8700
a0b9N000000KjRPQA0,00109000009h59NAAQ,0069N000002bnoeQAA,2023-02-21,2023-01-04,Mixed,1709.4000,856.9000,306.9000
a0b9N000000LJApQAO,00109000009gnWVAAY,0069N000002bX3hQAE,2023-02-23,2023-01-02,Mixed,9514.7000,1622.2000,122.2000
a0b9N000000LJcXQAW,00109000017SucwAAC,0060900000JGcd1AAD,2023-02-23,2023-01-17,Mixed,50448.4100,1451.2000,871.2000
a0b9N000000Lp3YQAS,00109000014L4PKAA0,0069N000002dOt4QAE,2023-03-02,2023-03-02,Mixed,6762.8000,1403.6000,443.6000
a0b9N000000M05rQAC,00109000019IFweAAG,0060900000JGe9RAAT,2023-03-06,2023-01-08,Mixed,525223.4100,12683.3100,12683.3100
a0b9N000000M7ldQAC,00109000009gkQdAAI,0069N000002bNQTQA2,2023-03-09,2023-02-15,Mixed,38198.5000,1747.1000,747.1000
a0b9N000000M98bQAC,00109000019J4cEAAS,0069N000002VYi3QAG,2023-03-09,2023-01-09,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000Mf3AQAS,0010900000fWzPjAAK,0069N000002cypJQAQ,2023-03-17,2023-03-17,Mixed,9899.0200,1172.5200,822.5200
a0b9N000000MjDtQAK,00109000009gqrFAAQ,"",2023-03-21,2023-01-13,Acquisition,12350.4000,5682.4800,5682.4800
a0b9N000000MzQEQA0,0010900001TGvjuAAD,"",2023-03-28,2023-02-01,Liquidation,51665.6000,7104.7000,1724.7000
a0b9N000000N3NhQAK,0019N000003BkypQAC,0069N000002gnKUQAY,2023-03-30,2023-03-23,Mixed,132484.4700,723.0800,-2771.9200
a0b9N000000N81tQAC,00109000009gqrFAAQ,"",2023-03-31,2023-01-13,Acquisition,14700.0000,7613.0200,7613.0200
a0b9N000000NKJuQAO,0019N000004JzAQQA0,0069N000002is6HQAQ,2023-04-04,2023-04-04,Mixed,13006.5000,2079.0000,-71.0000
a0b9N000000NUpRQAW,00109000009gnyVAAQ,0069N000002efshQAA,2023-04-11,2023-01-24,Acquisition,35508.0000,8930.8000,8930.8000
a0b9N000000NbhtQAC,00109000009h59NAAQ,0069N000002kPflQAE,2023-04-13,2023-01-04,Mixed,9649.2000,2523.9000,1873.9000
a0b9N000000NjK7QAK,0019N000003BkypQAC,0069N000002ktcYQAQ,2023-04-18,2023-03-23,Mixed,185786.1900,1818.7700,818.7700
a0b9N000000Nl5aQAC,0010900000X2n0wAAB,0069N000002kN83QAE,2023-04-18,2023-01-17,Mixed,9059.0500,1411.8000,461.8000
a0b9N000000NpyfQAC,0010900001THEmhAAH,0069N000002kt6YQAQ,2023-04-19,2023-01-26,Mixed,22541.5000,547.0000,-353.0000
a0b9N000000Nq4EQAS,00109000009h59NAAQ,0069N000002l2waQAA,2023-04-19,2023-01-04,Mixed,21127.6000,2631.6000,1056.6000
a0b9N000000O1HyQAK,00109000019J4dRAAS,0060900000LT9p2AAD,2023-04-24,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000OJG1QAO,0010900001QR8QIAA1,0069N000002lwlpQAA,2023-04-28,2023-03-02,Mixed,31334.9300,1268.1800,-81.8200
a0b9N000000OaUzQAK,00109000013Te7uAAC,0069N000002fxbVQAQ,2023-05-04,2023-01-17,Mixed,186120.0500,2738.2500,2504.3700
a0b9N000000PIbEQAW,00109000009gqrFAAQ,"",2023-05-12,2023-01-13,Acquisition,13203.0000,6887.4700,6887.4700
a0b9N000000POgjQAG,00109000019IFweAAG,0060900000JGe9RAAT,2023-05-16,2023-01-08,Mixed,478305.3300,8550.4500,8550.4500
a0b9N000000PP2LQAW,0019N000004SQNtQAO,0069N000002opsdQAA,2023-05-17,2023-04-27,Mixed,0.0000,0.0000,-480.0000
a0b9N000000PWh9QAG,0019N000004HcHeQAK,0069N000002iOLAQA2,2023-05-23,2023-03-24,Mixed,45305.2600,400.4000,400.4000
a0b9N000000PeX8QAK,0019N000002ecj3QAA,0069N000002pwRLQAY,2023-05-26,2023-04-06,Mixed,179419.4400,1431.6000,612.8500
a0b9N000000Pkt1QAC,00109000019J4bzAAC,0060900000CSgJiAAL,2023-05-31,2023-01-09,Liquidation,27650.0000,-2654.4000,-2654.4000
a0b9N000000PyQlQAK,00109000009gkaJAAQ,0069N000002pcVGQAY,2023-06-07,2023-05-03,Mixed,53159.6200,2673.2800,2273.2800
a0b9N000000Q5i0QAC,00109000009gnyVAAQ,0069N000002sz0PQAQ,2023-06-12,2023-01-24,Mixed,61334.1000,3177.7000,1777.7000
a0b9N000000Q9aEQAS,0019N00000481gkQAA,"",2023-06-13,2023-03-02,Mixed,35907.8000,1189.0000,1189.0000
a0b9N000000QLo5QAG,0019N000004pr8KQAQ,0069N000002t37yQAA,2023-06-19,2023-06-19,Mixed,3690.0000,360.0000,360.0000
a0b9N000000QbDeQAK,00109000009gkKkAAI,0069N000002l3uTQAQ,2023-06-21,2023-03-20,Mixed,5099.5000,1410.5000,855.5000
a0b9N000000QmzmQAC,0019N000004ZHYtQAO,0069N000002mOgcQAE,2023-06-27,2023-05-08,Mixed,68499.3300,3461.1800,1511.1800
a0b9N000000R15GQAS,0019N000003BkypQAC,0069N000002vbBWQAY,2023-06-30,2023-03-23,Mixed,174130.2300,1476.1000,-23.9000
a0b9N000000RE1bQAG,00109000019J4cEAAS,0069N000002u9K0QAI,2023-07-07,2023-01-09,Liquidation,181076.5400,6737.3400,2837.3400
a0b9N000000RIb8QAG,0019N0000039J9IQAU,"",2023-07-11,2023-01-08,Mixed,62040.2700,1119.7400,1119.7400
a0b9N000000RNZIQA4,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,11378.4000,6055.0300,6055.0300
a0b9N000000ROCoQAO,00109000009gqrFAAQ,"",2023-07-13,2023-01-13,Acquisition,10032.0000,5290.4400,5290.4400
a0b9N000000RPfuQAG,00109000019J4dRAAS,0060900000LT9p2AAD,2023-07-14,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RWlUQAW,00109000009gnyVAAQ,0069N000002efshQAA,2023-07-19,2023-01-24,Acquisition,24462.0000,4131.0000,4131.0000
a0b9N000000RmzbQAC,0019N000004qFPjQAM,"",2023-07-27,2023-07-27,Mixed,185218.4600,4911.2300,4562.3100
a0b9N000000RqzgQAC,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-07-31,2023-01-09,Acquisition,1764.0000,466.1300,466.1300
a0b9N000000SDGaQAO,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-16,2023-01-02,Mixed,8065.2000,1704.5600,204.5600
a0b9N000000SDmBQAW,0019N000002Y3r7QAC,0069N0000033FLvQAM,2023-08-16,2023-08-16,Mixed,44959.8700,1522.3700,432.3700
a0b9N000000SHAMQA4,00109000009gp7wAAA,"",2023-08-18,2023-01-26,Mixed,186053.6400,3036.6100,2386.6100
a0b9N000000SK9hQAG,00109000019J4dRAAS,0060900000LT9p2AAD,2023-08-22,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000SP0yQAG,00109000009gnWVAAY,0069N0000032p9NQAQ,2023-08-25,2023-01-02,Mixed,8509.3500,1792.8700,292.8700
a0b9N000000STItQAO,0019N000004FMv5QAG,0069N000002g6qnQAA,2023-08-29,2023-03-21,Mixed,19573.1000,326.2400,326.2400
a0b9N000000SkFJQA0,00109000017SucwAAC,"",2023-09-06,2023-01-17,Mixed,52233.6400,3373.3400,2868.3400
a0b9N000000TT4BQAW,00109000017Se3TAAS,"",2023-09-18,2023-01-30,Mixed,6230.4000,445.8600,-354.1400
a0b9N000000TTPKQA4,0019N000004HcHeQAK,"",2023-09-18,2023-03-24,Mixed,48655.4900,-1775.2300,-1775.2300
a0b9N000000TdRiQAK,0010900000ivpuHAAQ,0069N000002atDcQAI,2023-09-21,2023-01-09,Acquisition,2100.4000,730.7800,730.7800
a0b9N000000ThkIQAS,0010900000BUgbwAAD,0069N0000037e9bQAA,2023-09-22,2023-07-31,Mixed,9245.4500,1644.4100,144.4100
a0b9N000000Thm9QAC,0010900000BUgbwAAD,0069N0000037e9bQAA,2023-09-22,2023-07-31,Mixed,8895.3000,1588.0200,88.0200
a0b9N000000TnGyQAK,0019N000002aCRRQA2,0069N0000038weGQAQ,2023-09-25,2023-09-18,Mixed,73354.7500,2379.7500,679.7500
a0b9N000000URrVQAW,00109000017SucwAAC,"",2023-10-09,2023-01-17,Mixed,37189.1500,1226.4800,706.4800
a0b9N000000UiZ4QAK,00109000009gqrFAAQ,"",2023-10-11,2023-01-13,Acquisition,9274.8000,4343.9100,4343.9100
a0b9N000000VlCWQA0,0010900000BUgbwAAD,0069N000003CfRBQA0,2023-10-13,2023-07-31,Mixed,9359.0000,1764.0000,344.0000
a0b9N000000VlCqQAK,0010900000BUgbwAAD,0069N000003CfRBQA0,2023-10-13,2023-07-31,Mixed,9641.6800,1823.4800,403.4800
a0b9N000000WDrnQAG,0010900000YLAygAAH,"",2023-10-19,2023-01-19,Acquisition,174340.0000,3176.0700,2476.0700
a0b9N000000WlakQAC,0010900001BucUiAAJ,0069N0000038TFXQA2,2023-10-19,2023-01-10,Mixed,18761.7200,1476.9200,1126.9200
a0b9N000000Xa55QAC,0010900000BUgbwAAD,0069N000003CfRBQA0,2023-10-21,2023-07-31,Mixed,9068.6800,1715.4800,315.4800
a0b9N000000Xn35QAC,00109000009gsMkAAI,"",2023-10-23,2023-01-04,Acquisition,"","",""
a0b9N000000Xv5IQAS,0019N000005Q6sfQAC,"",2023-10-24,2023-10-24,Liquidation,40748.4000,-3880.8000,-3880.8000
a0b9N000000Yrw9QAC,0019N000005Sm78QAC,0069N000003GhswQAC,2023-11-05,2023-11-05,Mixed,11312.8000,474.0000,474.0000
a0b9N000000Ytl9QAC,00109000009gkU6AAI,0060900000JHpe2AAD,2023-11-06,2023-01-02,Mixed,135456.0000,1632.0000,1632.0000
a0b9N000000YuExQAK,0019N000003XmyfQAC,0069N0000032qTlQAI,2023-11-06,2023-05-09,Acquisition,184120.3200,8849.7900,8115.3900
a0b9N000000YwspQAC,00109000009gn2dAAA,0069N000002VUDWQA4,2023-11-07,2023-11-07,Mixed,37953.2000,1707.1000,257.1000
a0b9N000000Z0gbQAC,0019N000004HcHeQAK,"",2023-11-08,2023-03-24,Mixed,42849.0000,-364.5000,-464.5000
a0b9N000000ZnaDQAS,0010900000IK8QWAA1,0069N0000036hdOQAQ,2023-11-20,2023-01-19,Acquisition,187362.1800,5053.2100,5053.2100
a0b9N000000ZrzpQAC,00109000009gqrFAAQ,"",2023-11-21,2023-01-13,Acquisition,8142.0000,3997.7200,3997.7200
a0b9N000000ZwjdQAC,00109000009gtL0AAI,0069N000003JwrfQAC,2023-11-22,2023-03-01,Mixed,176342.2300,1072.8100,-162.3200
a0b9N000000a9DnQAI,00109000009gkViAAI,0069N000003KJb4QAG,2023-11-24,2023-03-31,Mixed,41891.4500,2387.6500,687.6500
a0b9N000000aAxSQAU,0010900000BUgbwAAD,0069N000003IGZeQAO,2023-11-24,2023-07-31,Mixed,8470.3600,1529.3000,149.3000
a0b9N000000aLT8QAM,00109000009gnWVAAY,"",2023-11-28,2023-01-02,Mixed,8668.5400,1529.2600,29.2600
a0b9N000000aQ5MQAU,00109000009gnWVAAY,"",2023-11-30,2023-01-02,Mixed,8264.8400,1466.8200,1466.8200
a0b9N000000adziQAA,0010900001TGvjuAAD,"",2023-12-04,2023-02-01,Liquidation,27894.5000,6291.1000,4961.1000
a0b9N000000aumcQAA,0010900000BUgbwAAD,0069N000003IGZeQAO,2023-12-06,2023-07-31,Mixed,8825.5600,1493.2000,-156.8000
a0b9N000000b0dhQAA,0019N000004FMv5QAG,"",2023-12-07,2023-03-21,Acquisition,9332.1600,148.4100,148.4100
a0b9N000000bEmbQAE,0019N0000051t73QAA,0069N000003O6SbQAK,2023-12-11,2023-07-18,Mixed,49209.7800,3609.7800,2824.7800
a0b9N000000bL49QAE,00109000009gnWVAAY,0069N000003N15yQAC,2023-12-12,2023-01-02,Mixed,8528.7200,1793.4200,293.4200
a0b9N000000bOzcQAE,0019N000004FMv5QAG,0069N000003NVDgQAO,2023-12-13,2023-03-21,Acquisition,4783.9600,56.9800,56.9800
a0b9N000000blvHQAQ,0019N0000050bOCQAY,0069N000002g6qnQAA,2023-12-21,2023-07-14,Liquidation,1324.1300,89.5100,89.5100
a0b9N000000c3BWQAY,0019N000005RdlPQAS,"",2023-12-28,2023-11-29,Acquisition,"","",""
a0b9N000000c49LQAQ,0019N000005Q6sfQAC,"",2023-12-29,2023-10-24,Liquidation,34020.0000,"",""
a0b9N000000cS9pQAE,0010900001TGvjuAAD,0069N000003EnaeQAC,2024-01-09,2023-02-01,Liquidation,59175.4900,48647.4900,47147.4900
a0b9N000000cYROQA2,0019N000005NECqQAO,0069N000003UUSNQA4,2024-01-11,2023-10-16,Mixed,6972.0000,996.0000,996.0000
a0b9N000000ci3RQAQ,0010900000ivpuHAAQ,0069N000003QKHvQAO,2024-01-15,2023-01-09,Acquisition,"","",""
a0b9N000000cpBBQAY,0019N000004FMv5QAG,"",2024-01-17,2023-03-21,Acquisition,6538.0000,-4397.2300,-5177.2300
a0b9N000000dCNyQAM,0010900000ivpuHAAQ,0069N000003QKHvQAO,2024-01-19,2023-01-09,Acquisition,"","",""
a0b9N000000dImLQAU,00109000009gkKgAAI,0069N000003QvdqQAC,2024-01-25,2023-12-21,Mixed,195692.8800,1591.5900,696.5900
a0b9N000000deWMQAY,0019N000005cM6KQAU,0069N000003SnFvQAK,2024-02-23,2023-12-04,Acquisition,"","",""
a0b9N000000di75QAA,0019N000006DOPEQA4,0069N000003a6ROQAY,2024-03-04,2024-02-26,Mixed,9831.8000,1215.2000,622.2000
a0b9N000000diB2QAI,0019N000003o0UYQAY,"",2024-03-04,2023-02-16,Liquidation,153959.5900,"",""
a0b9N000000diTFQAY,00109000009gqrFAAQ,0060900000LT9p2AAD,2024-03-04,2023-01-13,Acquisition,"","",""
a0b9N000000dih7QAA,00109000009gqrFAAQ,"",2024-03-05,2023-01-13,Acquisition,"","",""
a0b9N000000dihMQAQ,00109000009gqrFAAQ,0060900000LT9p2AAD,2024-03-05,2023-01-13,Acquisition,"","",""
a0b9N000000dkbGQAQ,00109000009gnWVAAY,0069N000003ZA1GQAW,2024-03-11,2023-01-02,Mixed,9874.5000,1887.5000,387.5000
a0b9N000000dm4gQAA,00109000009gnWVAAY,"",2024-03-15,2023-01-02,Mixed,10118.1000,2027.1000,627.1000
a0b9N000000IjS8QAK,00109000009gnWVAAY,0069N000002RICGQA4,2023-01-04,2023-01-02,Mixed,8924.3000,1692.1400,192.1400
a0b9N000000J4ZcQAK,0019N000003lqRUQAY,0069N000002WKy5QAG,2023-01-16,2023-01-16,Acquisition,46097.6000,8827.2000,8827.2000
a0b9N000000J7aEQAS,0010900000X2n0wAAB,0069N000002WXIiQAO,2023-01-17,2023-01-17,Mixed,65826.0000,731.4000,731.4000
a0b9N000000JDlmQAG,0010900001OUZQxAAP,0069N000002WzeHQAS,2023-01-20,2023-01-16,Acquisition,28742.7400,5951.1400,5487.4200
a0b9N000000JJH4QAO,00109000019IFweAAG,0060900000JGe9RAAT,2023-01-24,2023-01-08,Mixed,260691.0900,4630.2600,4421.7100
a0b9N000000JNjiQAG,0019N000003Xf8OQAS,0069N000002Hi6AQAS,2023-01-25,2023-01-24,Liquidation,51277.4500,4103.4500,3053.4500
a0b9N000000JROBQA4,0010900001UASZBAA5,0069N000002YQswQAG,2023-01-27,2023-01-27,Mixed,63572.7000,4285.8000,1225.8000
a0b9N000000KFeDQAW,00109000019J4cnAAC,0060900000LT9p2AAD,2023-01-17,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000KJ1HQAW,00109000009gqrFAAQ,"",2023-02-13,2023-01-13,Acquisition,12623.2000,5772.0600,5772.0600
a0b9N000000KNsaQAG,0019N000003JyMeQAK,0069N000002VXUiQAO,2023-02-14,2023-01-12,Acquisition,39180.2000,1550.6400,950.6400
a0b9N000000KQMFQA4,0010900001TGvjuAAD,"",2023-02-15,2023-02-01,Liquidation,62985.0000,30855.0000,26255.0000
a0b9N000000KQYpQAO,0019N000003R2RSQA0,0069N000002bEdFQAU,2023-02-15,2023-02-15,Mixed,16003.6200,403.7000,403.7000
a0b9N000000KXWVQA4,00109000009gkKfAAI,0069N000002al3SQAQ,2023-02-16,2023-02-16,Acquisition,198900.8000,2904.0500,1604.0500
a0b9N000000KcPgQAK,0010900000YLAygAAH,0069N000002SRvtQAG,2023-02-20,2023-01-19,Mixed,196612.5100,3289.9100,1370.1000
a0b9N000000LM62QAG,00109000019J4bVAAS,0069N000002VfH2QAK,2023-02-23,2023-01-12,Liquidation,31565.3600,888.5600,588.5600
a0b9N000000Lp42QAC,0010900001BucUiAAJ,0069N000002dRGlQAM,2023-03-02,2023-01-10,Mixed,24161.0300,533.0300,-566.9700
a0b9N000000MMtLQAW,00109000019J4bVAAS,0069N000002VfH2QAK,2023-03-14,2023-01-12,Liquidation,37459.2800,5106.0800,4806.0800
a0b9N000000Ma1vQAC,0010900001TGvjuAAD,"",2023-03-15,2023-02-01,Liquidation,62132.8500,28418.6500,21818.6500
a0b9N000000MlQtQAK,00109000019J4dRAAS,0060900000LT9p2AAD,2023-03-22,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000MrlBQAS,00109000009gqrFAAQ,"",2023-03-27,2023-01-13,Acquisition,12460.0000,6567.3100,6567.3100
a0b9N000000NP4cQAG,00109000009gkKkAAI,0069N000002gTmgQAE,2023-04-06,2023-03-20,Mixed,9240.0000,1359.6000,300.8500
a0b9N000000NRgsQAG,00109000009goheAAA,0069N000002jTByQAM,2023-04-07,2023-04-07,Mixed,854.2800,68.0400,68.0400
a0b9N000000NYaAQAW,0010900000UxhwaAAB,0069N000002kDZdQAM,2023-04-12,2023-01-20,Mixed,9699.3600,1024.3600,599.3600
a0b9N000000NjrcQAC,00109000009gnWVAAY,0069N000002kO3EQAU,2023-04-18,2023-01-02,Mixed,9982.8000,1605.6200,105.6200
a0b9N000000No6lQAC,0019N000004SYMPQA4,0069N000002kwYqQAI,2023-04-18,2023-04-18,Mixed,518.6000,71.4000,71.4000
a0b9N000000NqqjQAC,00109000019IFweAAG,0060900000JGe9RAAT,2023-04-19,2023-01-08,Mixed,468507.6100,12321.8100,12321.8100
a0b9N000000OB3dQAG,0010900001TGvjuAAD,"",2023-04-26,2023-02-01,Liquidation,129235.5000,66043.1000,57103.1000
a0b9N000000OBbSQAW,00109000019J4cEAAS,0069N000002limBQAQ,2023-04-26,2023-01-09,Liquidation,31850.5900,1555.9900,1555.9900
a0b9N000000P1MpQAK,00109000009gkKkAAI,0069N000002l3IyQAI,2023-05-10,2023-03-20,Mixed,8448.7500,1013.8500,-36.1500
a0b9N000000PM77QAG,00109000009gnWVAAY,0069N000002o2twQAA,2023-05-16,2023-01-02,Mixed,9256.5000,1730.3000,230.3000
a0b9N000000PQKFQA4,0019N00000481gkQAA,0069N000002kOgZQAU,2023-05-17,2023-03-02,Mixed,49581.5200,49581.5200,51088.4200
a0b9N000000PbRNQA0,00109000009grvFAAQ,0069N000002okG2QAI,2023-05-25,2023-05-12,Mixed,8314.5000,1518.3000,1518.3000
a0b9N000000PhdmQAC,00109000013TeXWAA0,0069N000002pnc0QAA,2023-05-30,2023-01-10,Mixed,29236.4400,2901.2000,1752.2000
a0b9N000000PtuMQAS,0019N00000481gkQAA,0069N000002rVt6QAE,2023-06-05,2023-03-02,Mixed,50515.3900,4497.9300,4497.9300
a0b9N000000Q7mDQAS,0019N000004HcHeQAK,0069N000002t5DWQAY,2023-06-12,2023-03-24,Mixed,46736.3600,875.2500,809.5400
a0b9N000000QKJ7QAO,00109000009gqrFAAQ,"",2023-06-16,2023-01-13,Acquisition,11764.8000,5441.9400,5441.9400
a0b9N000000QfboQAC,0019N000003WT29QAG,0069N000002u9K0QAI,2023-06-23,2023-03-24,Acquisition,188539.0500,10774.1500,10174.1500
a0b9N000000R3WbQAK,00109000017SucwAAC,0069N000002w3QIQAY,2023-07-03,2023-01-17,Mixed,52928.9300,1986.2800,1306.2800
a0b9N000000RBByQAO,00109000019J4cEAAS,0069N000002iKMCQA2,2023-07-06,2023-01-09,Liquidation,173338.0000,-8162.0000,-8162.0000
a0b9N000000RPFCQA4,0019N000004HcHeQAK,"",2023-07-13,2023-03-24,Mixed,55635.1200,239.0800,167.2400
a0b9N000000RPgEQAW,00109000019J4cnAAC,0060900000LT9p2AAD,2023-07-14,2023-01-17,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000RPriQAG,0019N000004I0XRQA0,0069N000002g6qnQAA,2023-07-14,2023-03-21,Mixed,21186.0300,1280.0100,1280.0100
a0b9N000000RljaQAC,0010900001OUJNPAA5,0060900000LSk9YAAT,2023-07-27,2023-01-10,Mixed,47682.9200,1419.8000,819.8000
a0b9N000000RmbNQAS,00109000009gnWVAAY,0069N000002xrfyQAA,2023-07-27,2023-01-02,Mixed,8221.5000,1741.7400,241.7400
a0b9N000000RsBBQA0,00109000009gnWVAAY,0069N000002xrfyQAA,2023-07-31,2023-01-02,Mixed,8410.5000,1784.4400,284.4400
a0b9N000000S0A6QAK,00109000019J4dRAAS,0060900000LT9p2AAD,2023-08-04,2023-01-10,Stock transfer,0.0000,0.0000,0.0000
a0b9N000000S5z0QAC,0019N0000051fOHQAY,0069N000002yCZ6QAM,2023-08-10,2023-07-25,Mixed,21952.0000,4572.0000,1522.0000
a0b9N000000SDz3QAG,0010900001GkzqrAAB,"",2023-08-16,2023-08-16,Liquidation,18616.5000,4787.1000,3807.1000
a0b9N000000SGhhQAG,0010900001TGvjuAAD,"",2023-08-18,2023-02-01,Liquidation,83536.0000,38499.2000,34749.2000
a0b9N000000SdlaQAC,00109000017SucvAAC,"",2023-09-03,2023-04-03,Mixed,837484.9000,16266.6000,16266.6000
a0b9N000000SmlFQAS,00109000009gnyVAAQ,0069N000002efshQAA,2023-09-07,2023-01-24,Acquisition,21907.6000,2527.8000,2527.8000
a0b9N000000TUl4QAG,0010900001JYg52AAD,"",2023-09-18,2023-01-30,Acquisition,147128.8000,7004.4800,5707.1800
a0b9N000000TVWoQAO,00109000009gnWVAAY,0069N0000037xoaQAA,2023-09-19,2023-01-02,Mixed,8537.7000,1726.7400,226.7400
a0b9N000000TX1YQAW,00109000009gqrFAAQ,"",2023-09-19,2023-01-13,Acquisition,11512.8000,5418.6900,5418.6900
a0b9N000000ThmOQAS,0010900000BUgbwAAD,0069N0000037e9bQAA,2023-09-22,2023-07-31,Mixed,9379.5500,1668.3500,168.3500
a0b9N000000TvCqQAK,00109000009gqrFAAQ,"",2023-09-27,2023-01-13,Acquisition,9945.0000,4707.8900,4707.8900
a0b9N000000TvHQQA0,00109000009gqrFAAQ,"",2023-09-27,2023-01-13,Acquisition,11021.4000,5321.3600,5321.3600
a0b9N000000UQfeQAG,0019N000005Ib3mQAC,0069N0000039g2TQAQ,2023-10-09,2023-10-05,Acquisition,9623.7000,303.4500,-246.5500
a0b9N000000UXxpQAG,00109000009gnWVAAY,0069N0000037xoaQAA,2023-10-09,2023-01-02,Mixed,8717.2400,1962.5200,462.5200
a0b9N000000UiWeQAK,00109000009gqrFAAQ,"",2023-10-11,2023-01-13,Acquisition,8779.2000,4159.3300,4159.3300
a0b9N000000W8ejQAC,0010900000ivpuHAAQ,"",2023-10-17,2023-01-09,Acquisition,1888.0000,699.5800,699.5800
a0b9N000000Yg24QAC,0019N000004JzAQQA0,0069N000003FCTeQAO,2023-11-02,2023-04-04,Mixed,2402.5500,502.5500,-222.4500
a0b9N000000YqThQAK,0019N0000035zx2QAA,0069N000003GT0GQAW,2023-11-03,2023-10-06,Mixed,22822.1000,484.7800,-65.2200
